|Count|ICD10|ICD10_desc
5020|10190|L89309|PRESSURE ULCER OF UNSPECIFIED BUTTOCK, UNSPECIFIED STAGE
5023|10189|S0011XA|CONTUSION OF RIGHT EYELID AND PERIOCULAR AREA, INITIAL ENCOUNTER
5022|10189|K9419|OTHER COMPLICATIONS OF ENTEROSTOMY
5024|10183|E229|HYPERFUNCTION OF PITUITARY GLAND, UNSPECIFIED
5025|10182|M0840|PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED SITE
5026|10179|H66011|ACUTE SUPPURATIVE OTITIS MEDIA WITH SPONTANEOUS RUPTURE OF EAR DRUM, RIGHT EAR
5027|10176|Z0182|ENCOUNTER FOR ALLERGY TESTING
5028|10174|S96911A|STRAIN OF UNSPECIFIED MUSCLE AND TENDON AT ANKLE AND FOOT LEVEL, RIGHT FOOT, INITIAL ENCOUNTER
5029|10170|O00102|LEFT TUBAL PREGNANCY WITHOUT INTRAUTERINE PREGNANCY
5030|10162|M303|MUCOCUTANEOUS LYMPH NODE SYNDROME [KAWASAKI]
5031|10156|L2082|FLEXURAL ECZEMA
5032|10152|H6093|UNSPECIFIED OTITIS EXTERNA, BILATERAL
5033|10143|M65831|OTHER SYNOVITIS AND TENOSYNOVITIS, RIGHT FOREARM
5035|10139|B950|STREPTOCOCCUS, GROUP A, AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE
5034|10139|I716|THORACOABDOMINAL AORTIC ANEURYSM, WITHOUT RUPTURE
5036|10137|R947|ABNORMAL RESULTS OF OTHER ENDOCRINE FUNCTION STUDIES
5037|10137|C5702|MALIGNANT NEOPLASM OF LEFT FALLOPIAN TUBE
5038|10130|K5140|INFLAMMATORY POLYPS OF COLON WITHOUT COMPLICATIONS
5039|10130|N763|SUBACUTE AND CHRONIC VULVITIS
5040|10128|S838X1A|SPRAIN OF OTHER SPECIFIED PARTS OF RIGHT KNEE, INITIAL ENCOUNTER
5041|10123|T826XXA|INFECTION AND INFLAMMATORY REACTION DUE TO CARDIAC VALVE PROSTHESIS, INITIAL ENCOUNTER
5042|10120|H8190|UNSPECIFIED DISORDER OF VESTIBULAR FUNCTION, UNSPECIFIED EAR
5043|10120|S39013A|STRAIN OF MUSCLE, FASCIA AND TENDON OF PELVIS, INITIAL ENCOUNTER
5044|10113|M76829|POSTERIOR TIBIAL TENDINITIS, UNSPECIFIED LEG
5045|10108|O09219|SUPERVISION OF PREGNANCY WITH HISTORY OF PRE-TERM LABOR, UNSPECIFIED TRIMESTER
5046|10103|S82871A|DISPLACED PILON FRACTURE OF RIGHT TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5047|10096|L89899|PRESSURE ULCER OF OTHER SITE, UNSPECIFIED STAGE
5048|10094|S73191D|OTHER SPRAIN OF RIGHT HIP, SUBSEQUENT ENCOUNTER
5049|10092|L2081|ATOPIC NEURODERMATITIS
5050|10091|Z85810|PERSONAL HISTORY OF MALIGNANT NEOPLASM OF TONGUE
5051|10091|B0230|ZOSTER OCULAR DISEASE, UNSPECIFIED
5052|10090|L503|DERMATOGRAPHIC URTICARIA
5053|10086|Q826|CONGENITAL SACRAL DIMPLE
5054|10082|T829XXA|UNSPECIFIED COMPLICATION OF CARDIAC AND VASCULAR PROSTHETIC DEVICE, IMPLANT AND GRAFT, INITIAL ENCOUNTER
5055|10078|M7580|OTHER SHOULDER LESIONS, UNSPECIFIED SHOULDER
5056|10077|L049|ACUTE LYMPHADENITIS, UNSPECIFIED
5057|10071|I6330|CEREBRAL INFARCTION DUE TO THROMBOSIS OF UNSPECIFIED CEREBRAL ARTERY
5058|10070|G119|HEREDITARY ATAXIA, UNSPECIFIED
5059|10070|A389|SCARLET FEVER, UNCOMPLICATED
5060|10062|L97911|NON-PRESSURE CHRONIC ULCER OF UNSPECIFIED PART OF RIGHT LOWER LEG LIMITED TO BREAKDOWN OF SKIN
5061|10057|M23304|OTHER MENISCUS DERANGEMENTS, UNSPECIFIED MEDIAL MENISCUS, LEFT KNEE
5062|10055|S066X9A|TRAUMATIC SUBARACHNOID HEMORRHAGE WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION, INITIAL ENCOUNTER
5063|10046|G7111|MYOTONIC MUSCULAR DYSTROPHY
5064|10045|D5720|SICKLE-CELL/HB-C DISEASE WITHOUT CRISIS
5065|10029|H8102|MENIERE'S DISEASE, LEFT EAR
5066|10025|M5388|OTHER SPECIFIED DORSOPATHIES, SACRAL AND SACROCOCCYGEAL REGION
5067|10019|I426|ALCOHOLIC CARDIOMYOPATHY
5068|10010|M7967|PAIN IN FOOT AND TOES
5069|10002|T8571XA|INFECTION AND INFLAMMATORY REACTION DUE TO PERITONEAL DIALYSIS CATHETER, INITIAL ENCOUNTER
5070|9998|L932|OTHER LOCAL LUPUS ERYTHEMATOSUS
5071|9998|S32000A|WEDGE COMPRESSION FRACTURE OF UNSPECIFIED LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5072|9996|C158|MALIGNANT NEOPLASM OF OVERLAPPING SITES OF ESOPHAGUS
5073|9992|S90851A|SUPERFICIAL FOREIGN BODY, RIGHT FOOT, INITIAL ENCOUNTER
5074|9992|K255|CHRONIC OR UNSPECIFIED GASTRIC ULCER WITH PERFORATION
5075|9989|H5220|UNSPECIFIED ASTIGMATISM
5076|9986|S83206A|UNSPECIFIED TEAR OF UNSPECIFIED MENISCUS, CURRENT INJURY, RIGHT KNEE, INITIAL ENCOUNTER
5077|9984|K599|FUNCTIONAL INTESTINAL DISORDER, UNSPECIFIED
5078|9981|M2662|ARTHRALGIA OF TEMPOROMANDIBULAR JOINT
5079|9979|H3341|TRACTION DETACHMENT OF RETINA, RIGHT EYE
5080|9979|O42912|PRETERM PREMATURE RUPTURE OF MEMBRANES, UNSPECIFIED AS TO LENGTH OF TIME BETWEEN RUPTURE AND ONSET OF LABOR, SECOND TRIMESTER
5081|9977|G43911|MIGRAINE, UNSPECIFIED, INTRACTABLE, WITH STATUS MIGRAINOSUS
5082|9974|Z8521|PERSONAL HISTORY OF MALIGNANT NEOPLASM OF LARYNX
5083|9974|S9001XA|CONTUSION OF RIGHT ANKLE, INITIAL ENCOUNTER
5084|9972|S92514A|NONDISPLACED FRACTURE OF PROXIMAL PHALANX OF RIGHT LESSER TOE(S), INITIAL ENCOUNTER FOR CLOSED FRACTURE
5085|9972|S2239XA|FRACTURE OF ONE RIB, UNSPECIFIED SIDE, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5086|9964|S27329A|CONTUSION OF LUNG, UNSPECIFIED, INITIAL ENCOUNTER
5087|9953|M24811|OTHER SPECIFIC JOINT DERANGEMENTS OF RIGHT SHOULDER, NOT ELSEWHERE CLASSIFIED
5088|9953|C651|MALIGNANT NEOPLASM OF RIGHT RENAL PELVIS
5090|9952|C548|MALIGNANT NEOPLASM OF OVERLAPPING SITES OF CORPUS UTERI
5089|9952|Z6741|TYPE O BLOOD, RH NEGATIVE
5091|9950|S32401A|UNSPECIFIED FRACTURE OF RIGHT ACETABULUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5092|9948|O98513|OTHER VIRAL DISEASES COMPLICATING PREGNANCY, THIRD TRIMESTER
5093|9942|P0382|MECONIUM PASSAGE DURING DELIVERY
5094|9940|Z62810|PERSONAL HISTORY OF PHYSICAL AND SEXUAL ABUSE IN CHILDHOOD
5095|9938|H4720|UNSPECIFIED OPTIC ATROPHY
5096|9934|I82421|ACUTE EMBOLISM AND THROMBOSIS OF RIGHT ILIAC VEIN
5097|9934|H16002|UNSPECIFIED CORNEAL ULCER, LEFT EYE
5098|9931|G839|PARALYTIC SYNDROME, UNSPECIFIED
5099|9930|J09X9|INFLUENZA DUE TO IDENTIFIED NOVEL INFLUENZA A VIRUS WITH OTHER MANIFESTATIONS
5100|9928|S838X2A|SPRAIN OF OTHER SPECIFIED PARTS OF LEFT KNEE, INITIAL ENCOUNTER
5101|9928|I69991|DYSPHAGIA FOLLOWING UNSPECIFIED CEREBROVASCULAR DISEASE
5102|9924|D699|HEMORRHAGIC CONDITION, UNSPECIFIED
5103|9914|M24152|OTHER ARTICULAR CARTILAGE DISORDERS, LEFT HIP
5104|9911|D580|HEREDITARY SPHEROCYTOSIS
5105|9906|C50611|MALIGNANT NEOPLASM OF AXILLARY TAIL OF RIGHT FEMALE BREAST
5106|9900|K700|ALCOHOLIC FATTY LIVER
5107|9892|I6502|OCCLUSION AND STENOSIS OF LEFT VERTEBRAL ARTERY
5108|9891|O4690|ANTEPARTUM HEMORRHAGE, UNSPECIFIED, UNSPECIFIED TRIMESTER
5109|9891|S42022D|DISPLACED FRACTURE OF SHAFT OF LEFT CLAVICLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
5110|9890|K654|SCLEROSING MESENTERITIS
5111|9885|K50811|CROHN'S DISEASE OF BOTH SMALL AND LARGE INTESTINE WITH RECTAL BLEEDING
5112|9881|S52301A|UNSPECIFIED FRACTURE OF SHAFT OF RIGHT RADIUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5113|9871|H34831|TRIBUTARY (BRANCH) RETINAL VEIN OCCLUSION, RIGHT EYE
5114|9871|C481|MALIGNANT NEOPLASM OF SPECIFIED PARTS OF PERITONEUM
5115|9863|J205|ACUTE BRONCHITIS DUE TO RESPIRATORY SYNCYTIAL VIRUS
5116|9860|K55039|ACUTE (REVERSIBLE) ISCHEMIA OF LARGE INTESTINE, EXTENT UNSPECIFIED
5117|9859|G129|SPINAL MUSCULAR ATROPHY, UNSPECIFIED
5118|9858|Z91038|OTHER INSECT ALLERGY STATUS
5119|9851|O169|UNSPECIFIED MATERNAL HYPERTENSION, UNSPECIFIED TRIMESTER
5120|9849|M9983|OTHER BIOMECHANICAL LESIONS OF LUMBAR REGION
5121|9840|S71111A|LACERATION WITHOUT FOREIGN BODY, RIGHT THIGH, INITIAL ENCOUNTER
5122|9838|S63601A|UNSPECIFIED SPRAIN OF RIGHT THUMB, INITIAL ENCOUNTER
5123|9827|J852|ABSCESS OF LUNG WITHOUT PNEUMONIA
5124|9820|S62326A|DISPLACED FRACTURE OF SHAFT OF FIFTH METACARPAL BONE, RIGHT HAND, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5125|9819|Z48810|ENCOUNTER FOR SURGICAL AFTERCARE FOLLOWING SURGERY ON THE SENSE ORGANS
5126|9819|B169|ACUTE HEPATITIS B WITHOUT DELTA-AGENT AND WITHOUT HEPATIC COMA
5127|9813|E103293|TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL
5129|9811|D61811|OTHER DRUG-INDUCED PANCYTOPENIA
5128|9811|T39395A|ADVERSE EFFECT OF OTHER NONSTEROIDAL ANTI-INFLAMMATORY DRUGS [NSAID], INITIAL ENCOUNTER
5130|9808|S83211A|BUCKET-HANDLE TEAR OF MEDIAL MENISCUS, CURRENT INJURY, RIGHT KNEE, INITIAL ENCOUNTER
5131|9808|M5411|RADICULOPATHY, OCCIPITO-ATLANTO-AXIAL REGION
5132|9807|H18613|KERATOCONUS, STABLE, BILATERAL
5133|9806|N719|INFLAMMATORY DISEASE OF UTERUS, UNSPECIFIED
5134|9801|H53021|REFRACTIVE AMBLYOPIA, RIGHT EYE
5135|9800|S72012D|UNSPECIFIED INTRACAPSULAR FRACTURE OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
5136|9799|H353121|NONEXUDATIVE AGE-RELATED MACULAR DEGENERATION, LEFT EYE, EARLY DRY STAGE
5137|9797|O99210|OBESITY COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER
5138|9797|F3174|BIPOLAR DISORDER, IN FULL REMISSION, MOST RECENT EPISODE MANIC
5139|9795|S83207A|UNSPECIFIED TEAR OF UNSPECIFIED MENISCUS, CURRENT INJURY, LEFT KNEE, INITIAL ENCOUNTER
5140|9795|H908|MIXED CONDUCTIVE AND SENSORINEURAL HEARING LOSS, UNSPECIFIED
5142|9788|R239|UNSPECIFIED SKIN CHANGES
5141|9788|H5200|HYPERMETROPIA, UNSPECIFIED EYE
5143|9786|N3011|INTERSTITIAL CYSTITIS (CHRONIC) WITH HEMATURIA
5144|9784|G4761|PERIODIC LIMB MOVEMENT DISORDER
5145|9777|Z95820|PERIPHERAL VASCULAR ANGIOPLASTY STATUS WITH IMPLANTS AND GRAFTS
5146|9773|Z30012|ENCOUNTER FOR PRESCRIPTION OF EMERGENCY CONTRACEPTION
5147|9773|N83299|OTHER OVARIAN CYST, UNSPECIFIED SIDE
5148|9768|O4413|COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER
5149|9762|F1024|ALCOHOL DEPENDENCE WITH ALCOHOL-INDUCED MOOD DISORDER
5150|9761|M13861|OTHER SPECIFIED ARTHRITIS, RIGHT KNEE
5151|9760|Z87410|PERSONAL HISTORY OF CERVICAL DYSPLASIA
5152|9756|O99280|ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER
5153|9756|E103513|TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL
5154|9741|S33101A|DISLOCATION OF UNSPECIFIED LUMBAR VERTEBRA, INITIAL ENCOUNTER
5155|9737|C4022|MALIGNANT NEOPLASM OF LONG BONES OF LEFT LOWER LIMB
5156|9736|S13120A|SUBLUXATION OF C1/C2 CERVICAL VERTEBRAE, INITIAL ENCOUNTER
5157|9734|Z4002|ENCOUNTER FOR PROPHYLACTIC REMOVAL OF OVARY(S)
5159|9733|M50120|MID-CERVICAL DISC DISORDER, UNSPECIFIED LEVEL
5158|9733|H40012|OPEN ANGLE WITH BORDERLINE FINDINGS, LOW RISK, LEFT EYE
5160|9727|S93431D|SPRAIN OF TIBIOFIBULAR LIGAMENT OF RIGHT ANKLE, SUBSEQUENT ENCOUNTER
5161|9723|J305|ALLERGIC RHINITIS DUE TO FOOD
5162|9719|D613|IDIOPATHIC APLASTIC ANEMIA
5163|9717|K5520|ANGIODYSPLASIA OF COLON WITHOUT HEMORRHAGE
5164|9716|S96912A|STRAIN OF UNSPECIFIED MUSCLE AND TENDON AT ANKLE AND FOOT LEVEL, LEFT FOOT, INITIAL ENCOUNTER
5165|9713|C966|UNIFOCAL LANGERHANS-CELL HISTIOCYTOSIS
5166|9712|F989|UNSPECIFIED BEHAVIORAL AND EMOTIONAL DISORDERS WITH ONSET USUALLY OCCURRING IN CHILDHOOD AND ADOLESCENCE
5167|9709|T82867A|THROMBOSIS DUE TO CARDIAC PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, INITIAL ENCOUNTER
5168|9706|M25751|OSTEOPHYTE, RIGHT HIP
5169|9697|H66005|ACUTE SUPPURATIVE OTITIS MEDIA WITHOUT SPONTANEOUS RUPTURE OF EAR DRUM, RECURRENT, LEFT EAR
5170|9695|M4327|FUSION OF SPINE, LUMBOSACRAL REGION
5171|9691|H9121|SUDDEN IDIOPATHIC HEARING LOSS, RIGHT EAR
5172|9676|M8008XD|AGE-RELATED OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, VERTEBRA(E), SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
5173|9670|O99342|OTHER MENTAL DISORDERS COMPLICATING PREGNANCY, SECOND TRIMESTER
5174|9670|D848|OTHER SPECIFIED IMMUNODEFICIENCIES
5175|9668|H00021|HORDEOLUM INTERNUM RIGHT UPPER EYELID
5176|9664|S42001D|FRACTURE OF UNSPECIFIED PART OF RIGHT CLAVICLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
5177|9657|T85898A|OTHER SPECIFIED COMPLICATION OF OTHER INTERNAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, INITIAL ENCOUNTER
5178|9654|O9963|DISEASES OF THE DIGESTIVE SYSTEM COMPLICATING THE PUERPERIUM
5179|9651|D369|BENIGN NEOPLASM, UNSPECIFIED SITE
5180|9648|N2589|OTHER DISORDERS RESULTING FROM IMPAIRED RENAL TUBULAR FUNCTION
5181|9645|H353213|EXUDATIVE AGE-RELATED MACULAR DEGENERATION, RIGHT EYE, WITH INACTIVE SCAR
5182|9641|R846|ABNORMAL CYTOLOGICAL FINDINGS IN SPECIMENS FROM RESPIRATORY ORGANS AND THORAX
5183|9638|I953|HYPOTENSION OF HEMODIALYSIS
5184|9637|D0472|CARCINOMA IN SITU OF SKIN OF LEFT LOWER LIMB, INCLUDING HIP
5185|9635|H8101|MENIERE'S DISEASE, RIGHT EAR
5186|9635|G8104|FLACCID HEMIPLEGIA AFFECTING LEFT NONDOMINANT SIDE
5187|9634|Z8481|FAMILY HISTORY OF CARRIER OF GENETIC DISEASE
5188|9634|S86111A|STRAIN OF OTHER MUSCLE(S) AND TENDON(S) OF POSTERIOR MUSCLE GROUP AT LOWER LEG LEVEL, RIGHT LEG, INITIAL ENCOUNTER
5189|9632|I6349|CEREBRAL INFARCTION DUE TO EMBOLISM OF OTHER CEREBRAL ARTERY
5190|9625|K7210|CHRONIC HEPATIC FAILURE WITHOUT COMA
5191|9624|Q283|OTHER MALFORMATIONS OF CEREBRAL VESSELS
5192|9622|C710|MALIGNANT NEOPLASM OF CEREBRUM, EXCEPT LOBES AND VENTRICLES
5193|9604|D691|QUALITATIVE PLATELET DEFECTS
5194|9602|D6189|OTHER SPECIFIED APLASTIC ANEMIAS AND OTHER BONE MARROW FAILURE SYNDROMES
5195|9598|L03811|CELLULITIS OF HEAD [ANY PART, EXCEPT FACE]
5196|9598|L111|TRANSIENT ACANTHOLYTIC DERMATOSIS [GROVER]
5197|9591|M23303|OTHER MENISCUS DERANGEMENTS, UNSPECIFIED MEDIAL MENISCUS, RIGHT KNEE
5198|9576|K5700|DIVERTICULITIS OF SMALL INTESTINE WITH PERFORATION AND ABSCESS WITHOUT BLEEDING
5199|9574|J82|PULMONARY EOSINOPHILIA, NOT ELSEWHERE CLASSIFIED
5200|9571|M7591|SHOULDER LESION, UNSPECIFIED, RIGHT SHOULDER
5201|9569|A609|ANOGENITAL HERPESVIRAL INFECTION, UNSPECIFIED
5202|9561|H60311|DIFFUSE OTITIS EXTERNA, RIGHT EAR
5203|9560|K50913|CROHN'S DISEASE, UNSPECIFIED, WITH FISTULA
5204|9557|O3680X1|PREGNANCY WITH INCONCLUSIVE FETAL VIABILITY, FETUS 1
5205|9554|F349|PERSISTENT MOOD [AFFECTIVE] DISORDER, UNSPECIFIED
5206|9538|G40509|EPILEPTIC SEIZURES RELATED TO EXTERNAL CAUSES, NOT INTRACTABLE, WITHOUT STATUS EPILEPTICUS
5207|9523|C92Z0|OTHER MYELOID LEUKEMIA NOT HAVING ACHIEVED REMISSION
5208|9515|I6931|COGNITIVE DEFICITS FOLLOWING CEREBRAL INFARCTION
5209|9514|D0501|LOBULAR CARCINOMA IN SITU OF RIGHT BREAST
5211|9513|S36039A|UNSPECIFIED LACERATION OF SPLEEN, INITIAL ENCOUNTER
5210|9513|O7582|ONSET (SPONTANEOUS) OF LABOR AFTER 37 COMPLETED WEEKS OF GESTATION BUT BEFORE 39 COMPLETED WEEKS GESTATION, WITH DELIVERY BY (PLANNED) CESAREAN SECTION
5212|9511|S22079A|UNSPECIFIED FRACTURE OF T9-T10 VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5213|9504|H401233|LOW-TENSION GLAUCOMA, BILATERAL, SEVERE STAGE
5214|9504|J0410|ACUTE TRACHEITIS WITHOUT OBSTRUCTION
5215|9502|S40812A|ABRASION OF LEFT UPPER ARM, INITIAL ENCOUNTER
5216|9502|E11321|TYPE 2 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA
5217|9498|S82001D|UNSPECIFIED FRACTURE OF RIGHT PATELLA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
5218|9496|H66012|ACUTE SUPPURATIVE OTITIS MEDIA WITH SPONTANEOUS RUPTURE OF EAR DRUM, LEFT EAR
5219|9495|G908|OTHER DISORDERS OF AUTONOMIC NERVOUS SYSTEM
5220|9491|E300|DELAYED PUBERTY
5221|9488|Q998|OTHER SPECIFIED CHROMOSOME ABNORMALITIES
5222|9487|S6391XA|SPRAIN OF UNSPECIFIED PART OF RIGHT WRIST AND HAND, INITIAL ENCOUNTER
5223|9484|F3161|BIPOLAR DISORDER, CURRENT EPISODE MIXED, MILD
5224|9473|H04122|DRY EYE SYNDROME OF LEFT LACRIMAL GLAND
5225|9468|M719|BURSOPATHY, UNSPECIFIED
5226|9468|A481|LEGIONNAIRES' DISEASE
5227|9467|M25411|EFFUSION, RIGHT SHOULDER
5228|9466|E343|SHORT STATURE DUE TO ENDOCRINE DISORDER
5229|9464|S0181XD|LACERATION WITHOUT FOREIGN BODY OF OTHER PART OF HEAD, SUBSEQUENT ENCOUNTER
5230|9460|H34832|TRIBUTARY (BRANCH) RETINAL VEIN OCCLUSION, LEFT EYE
5231|9455|O24112|PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN PREGNANCY, SECOND TRIMESTER
5232|9454|M7730|CALCANEAL SPUR, UNSPECIFIED FOOT
5233|9454|F1620|HALLUCINOGEN DEPENDENCE, UNCOMPLICATED
5234|9451|D0471|CARCINOMA IN SITU OF SKIN OF RIGHT LOWER LIMB, INCLUDING HIP
5235|9450|M23232|DERANGEMENT OF OTHER MEDIAL MENISCUS DUE TO OLD TEAR OR INJURY, LEFT KNEE
5236|9444|N432|OTHER HYDROCELE
5237|9442|T8454XD|INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL LEFT KNEE PROSTHESIS, SUBSEQUENT ENCOUNTER
5238|9441|M25775|OSTEOPHYTE, LEFT FOOT
5239|9440|T8453XD|INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL RIGHT KNEE PROSTHESIS, SUBSEQUENT ENCOUNTER
5240|9437|S52552D|OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF LEFT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
5241|9426|Q742|OTHER CONGENITAL MALFORMATIONS OF LOWER LIMB(S), INCLUDING PELVIC GIRDLE
5242|9422|C50612|MALIGNANT NEOPLASM OF AXILLARY TAIL OF LEFT FEMALE BREAST
5243|9417|Z4542|ENCOUNTER FOR ADJUSTMENT AND MANAGEMENT OF NEUROSTIMULATOR
5244|9414|C7981|SECONDARY MALIGNANT NEOPLASM OF BREAST
5245|9410|S7290XA|UNSPECIFIED FRACTURE OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5246|9409|S73102A|UNSPECIFIED SPRAIN OF LEFT HIP, INITIAL ENCOUNTER
5247|9408|I69854|HEMIPLEGIA AND HEMIPARESIS FOLLOWING OTHER CEREBROVASCULAR DISEASE AFFECTING LEFT NON-DOMINANT SIDE
5248|9408|P120|CEPHALHEMATOMA DUE TO BIRTH INJURY
5249|9407|K2951|UNSPECIFIED CHRONIC GASTRITIS WITH BLEEDING
5250|9405|R29703|NIHSS SCORE 3
5251|9393|K9429|OTHER COMPLICATIONS OF GASTROSTOMY
5252|9393|K523|INDETERMINATE COLITIS
5253|9392|H938X2|OTHER SPECIFIED DISORDERS OF LEFT EAR
5254|9390|F428|OTHER OBSESSIVE-COMPULSIVE DISORDER
5255|9384|S62002A|UNSPECIFIED FRACTURE OF NAVICULAR [SCAPHOID] BONE OF LEFT WRIST, INITIAL ENCOUNTER FOR CLOSED FRACTURE
5256|9383|Z9849|CATARACT EXTRACTION STATUS, UNSPECIFIED EYE
5257|9380|M154|EROSIVE (OSTEO)ARTHRITIS
5258|9377|H6990|UNSPECIFIED EUSTACHIAN TUBE DISORDER, UNSPECIFIED EAR
5259|9376|T8111XA|POSTPROCEDURAL CARDIOGENIC SHOCK, INITIAL ENCOUNTER
5260|9372|F258|OTHER SCHIZOAFFECTIVE DISORDERS
5261|9367|I868|VARICOSE VEINS OF OTHER SPECIFIED SITES
5262|9367|C4402|SQUAMOUS CELL CARCINOMA OF SKIN OF LIP
5263|9366|Z1502|GENETIC SUSCEPTIBILITY TO MALIGNANT NEOPLASM OF OVARY
5264|9364|S30860A|INSECT BITE (NONVENOMOUS) OF LOWER BACK AND PELVIS, INITIAL ENCOUNTER
5265|9361|J679|HYPERSENSITIVITY PNEUMONITIS DUE TO UNSPECIFIED ORGANIC DUST
5266|9356|I2589|OTHER FORMS OF CHRONIC ISCHEMIC HEART DISEASE
5267|9355|J09X1|INFLUENZA DUE TO IDENTIFIED NOVEL INFLUENZA A VIRUS WITH PNEUMONIA
5268|9354|T7801XA|ANAPHYLACTIC REACTION DUE TO PEANUTS, INITIAL ENCOUNTER
5269|9350|H7201|CENTRAL PERFORATION OF TYMPANIC MEMBRANE, RIGHT EAR
5270|9347|N7093|SALPINGITIS AND OOPHORITIS, UNSPECIFIED
5271|9342|M2202|RECURRENT DISLOCATION OF PATELLA, LEFT KNEE
5272|9339|O99345|OTHER MENTAL DISORDERS COMPLICATING THE PUERPERIUM
5273|9333|N909|NONINFLAMMATORY DISORDER OF VULVA AND PERINEUM, UNSPECIFIED
5274|9330|Z7184|ENCOUNTER FOR HEALTH COUNSELING RELATED TO TRAVEL
5275|9330|F911|CONDUCT DISORDER, CHILDHOOD-ONSET TYPE
5276|9328|T43222A|POISONING BY SELECTIVE SEROTONIN REUPTAKE INHIBITORS, INTENTIONAL SELF-HARM, INITIAL ENCOUNTER
5277|9326|R808|OTHER PROTEINURIA
5278|9318|S0180XA|UNSPECIFIED OPEN WOUND OF OTHER PART OF HEAD, INITIAL ENCOUNTER
5279|9316|S76112D|STRAIN OF LEFT QUADRICEPS MUSCLE, FASCIA AND TENDON, SUBSEQUENT ENCOUNTER
5280|9310|Q103|OTHER CONGENITAL MALFORMATIONS OF EYELID
5281|9302|Z6740|TYPE O BLOOD, RH POSITIVE
5282|9302|M86272|SUBACUTE OSTEOMYELITIS, LEFT ANKLE AND FOOT
5283|9301|S86112A|STRAIN OF OTHER MUSCLE(S) AND TENDON(S) OF POSTERIOR MUSCLE GROUP AT LOWER LEG LEVEL, LEFT LEG, INITIAL ENCOUNTER
5284|9292|H40031|ANATOMICAL NARROW ANGLE, RIGHT EYE
5285|9290|O9A213|INJURY, POISONING AND CERTAIN OTHER CONSEQUENCES OF EXTERNAL CAUSES COMPLICATING PREGNANCY, THIRD TRIMESTER
5286|9289|M310|HYPERSENSITIVITY ANGIITIS
5287|9283|M75120|COMPLETE ROTATOR CUFF TEAR OR RUPTURE OF UNSPECIFIED SHOULDER, NOT SPECIFIED AS TRAUMATIC
5288|9279|M26623|ARTHRALGIA OF BILATERAL TEMPOROMANDIBULAR JOINT
5289|9279|C3430|MALIGNANT NEOPLASM OF LOWER LOBE, UNSPECIFIED BRONCHUS OR LUNG
5290|9275|K6819|OTHER RETROPERITONEAL ABSCESS
5291|9274|K52831|COLLAGENOUS COLITIS
5292|9272|K50013|CROHN'S DISEASE OF SMALL INTESTINE WITH FISTULA
5293|9270|R031|NONSPECIFIC LOW BLOOD-PRESSURE READING
5294|9264|O720|THIRD-STAGE HEMORRHAGE
5295|9263|K55059|ACUTE (REVERSIBLE) ISCHEMIA OF INTESTINE, PART AND EXTENT UNSPECIFIED
5296|9253|C7A098|MALIGNANT CARCINOID TUMORS OF OTHER SITES
5297|9251|H3342|TRACTION DETACHMENT OF RETINA, LEFT EYE
5298|9251|C411|MALIGNANT NEOPLASM OF MANDIBLE
